ShortName,LongName,Issn
Werkwinkel - Journal of Low Countries and South African Studies,De Gruyter,1896-3307
Wesley and Methodist Studies,Pennsylvania State University Press,2291-1723(Paper)2291-1731(Online)
West 86th,The University of Chicago Press,2153-5531(Paper)2153-5558(Online)
West Africa Review,Africa Resource Center,(Paper)1525-4488(Online)
West European Politics,Routledge,0140-2382(Paper)1743-9655(Online)
West Virginia History,West Virginia University Press,0043-325X(Paper)1940-5057(Online)
West Virginia Nurse,Arthur L Davis Publishing Agency Inc,
Westchester Bar Journal,Westchester County Bar Association,0746-1844
Western American Literature,Western Literature Association,0043-3462(Paper)1948-7142(Online)
Western City,League of California Cities,0279-5337
Western Councillor,Western Australian Local Government Association,
Western Criminology Review,Western Society of Criminology,
Western Historical Quarterly,Oxford University Press,0043-3810
Western Journal of Applied Forestry,Society of American Foresters,0885-6095
Western Journal of Communication,Routledge,1057-0314(Paper)1745-1027(Online)
The Western Journal of Emergency Medicine,California Chapter of the American Academy of Emergency Medicine (Cal/AAEM),1936-900X(Paper)1936-9018(Online)
Western Journal of Nursing Research,SAGE Publications,0193-9459(Paper)1552-8456(Online)
Western North American Naturalist,Western North American Naturalist,1527-0904
The Western Producer,Western Producer,0043-4094
Western Wildlife,Western Section of the Wildlife Society,
Westminster Papers in Communication and Culture,University of Westminster / Harrow Campus,1744-6708(Paper)1744-6716(Online)
Westminster Studies in Education,Routledge,0140-6728(Paper)1470-1359(Online)
Wetlands Ecology and Management,Springer Science+Business Media B.V.,0923-4861
Wetlands: Journal of the Society of Wetland Scientists,Springer Science+Business Media B.V.,0277-5212(Paper)1943-6246(Online)
WFOT Bulletin,Taylor & Francis,1447-3828(Paper)2056-6077(Online)
"What in the World?, Level 1",LesPlan Educational Services Ltd.,
"What in the World?, Level 2",LesPlan Educational Services Ltd.,
Wheel Clicks,Pacific Railroad Society,
Which?,Which? LTD,
White Collar Crime Report,Bloomberg BNA,1559-3207
Whitehall Papers,Routledge,0268-1307(Paper)1754-5382(Online)
Whiteness and Education,Taylor & Francis,2379-3406(Paper)2379-3414(Online)
WHO Drug Information,World Health Organization,1010-9609
Who Owns Radio ,Inside Radio Inc,
Who's Who In America,Marquis Who’s Who Inc.,
Journal of Contemporary Water Research & Education,Wiley-Blackwell,1936-704X
Journal of Contextual Behavioral Science,Elsevier Science,2212-1447
Journal of Contingencies and Crisis Management,Wiley-Blackwell,0966-0879(Paper)1468-5973(Online)
Journal of Continuing Education in Nursing,Slack Inc,0022-0124
Journal of Continuing Education in the Health Professions,"John Wiley & Sons, Ltd",0894-1912(Paper)1554-558X(Online)
The Journal of Continuing Higher Education,Routledge,0737-7363
Journal of Contract Management,National Contract Management Association,1559-7059
Journal of Control and Decision,Taylor & Francis,2330-7706(Paper)2330-7714(Online)
Journal of Control Science and Engineering,Hindawi Publishing Corporation,1687-5249(Paper)1687-5257(Online)
Journal of Control Theory and Applications,Springer Science+Business Media B.V.,1672-6340(Paper)1993-0623(Online)
"Journal of Control, Automation and Electrical Systems",Springer Science+Business Media B.V.,2195-3880(Paper)2195-3899(Online)
Journal of Controlled Release,Elsevier Science,0168-3659
Journal of Convention & Event Tourism,Routledge,1547-0148(Paper)1547-0156(Online)
Journal of Convention & Exhibition Management,Taylor & Francis,1094-608X
Journal of Convex Analysis,Heldermann Verlag,0944-6532
The Journal of Cooperative Education and Internships,Cooperative Education and Internship Association (CEIA),1933-2130
Journal of Coordination Chemistry,Taylor & Francis,0095-8972(Paper)1029-0389(Online)
Journal of Coptic Studies,Peeters Publishers,1016-5584
Journal of Corporate Accounting & Finance,Wiley Law Publications,1044-8136(Paper)1097-0053(Online)
Journal of Corporate Citizenship,Greanleaf Publishing Ltd,1470-5001
Journal of Corporate Finance,Elsevier Science,0929-1199
Journal of Corporate Law Studies,Routledge,1473-5970(Paper)1757-8426(Online)
Journal of Corporate Real Estate,Emerald Group Publishing Ltd,1463-001X
Journal of Correctional Health Care,SAGE Publications,1078-3458
Journal of Corrosion Science and Engineering,Corrosion Protection Centre,(Paper)1466-8858(Online)
Journal of Cosmetic and Laser Therapy,Taylor & Francis,1476-4172(Paper)1476-4180(Online)
Journal of Cosmetic Dermatology,Wiley-Blackwell,1473-2130(Paper)1473-2165(Online)
Journal of Cosmology and Astroparticle Physics,IOP Publishing Limited,(Paper)1475-7516(Online)
Journal of Cost Analysis and Parametrics,Taylor & Francis,1941-658X(Paper)2160-4746(Online)
The Journal of Cotton Science,The Cotton Foundation,(Paper)1524-3303(Online)
Journal of Counseling & Development,Wiley-Blackwell,0748-9633(Paper)1556-6676(Online)
Journal of Counselor Leadership and Advocacy,Taylor & Francis,2326-716X(Paper)2326-7178(Online)
Journal of Couple & Relationship Therapy,Routledge,1533-2691(Paper)1533-2683(Online)
Journal of Coupled Systems and Multiscale Dynamics,American Scientific Publishers,2330-152X
Journal of Couples Therapy,Routledge,0897-4446
Journal of Cranio-Maxillofacial Surgery,Elsevier Science,1010-5182
Journal of Craniofacial Surgery,Lippincott Williams & Wilkins (LWW),1049-2275(Paper)1536-3732(Online)
Journal of Craniomandibular Function,Quintessenz Verlags GMBH,1868-4149
Journal of Craniovertebral Junction and Spine,Medknow Publications,0974-8237
Journal of Creating Value,SAGE Publications,2394-9643
Journal of Creative Communications,SAGE Publications,0973-2586(Paper)0973-2594(Online)
Journal of Creativity in Mental Health,Routledge,1540-1383(Paper)1540-1391(Online)
Journal of Crime and Justice,Routledge,0735-648X(Paper)2158-9119(Online)
Journal of Criminal Justice,Elsevier Science,0047-2352
Journal of Criminal Justice and Popular Culture,State University of New York at Albany,(Paper)1070-8286(Online)
Journal of Criminal Justice Education,Routledge,1051-1253(Paper)1745-9117(Online)
Journal of Criminal Law,SAGE Publications,0022-0183(Paper)1740-5580(Online)
Journal of Criminal Psychology,Emerald Group Publishing Ltd,2009-3829
"Journal of Criminological Research, Policy and Practice",Emerald Group Publishing Ltd,2056-3841
Journal of Criminology,Hindawi Publishing Corporation,2090-7753(Paper)2090-777X(Online)
Journal of Critical Care,Elsevier Science,0883-9441
Journal of Critical Care Medicine,Hindawi Publishing Corporation,(Paper)2314-6990(Online)
The Journal of Critical Care Medicine,De Gruyter,2393-1809(Paper)2393-1817(Online)
Journal of Critical Realism,Brill Academic Publishers,1476-7430(Paper)1572-5138(Online)
Journal of Critical Realism,Taylor & Francis,1476-7430(Paper)1572-5138(Online)
Journal of Crohn's and Colitis,Elsevier Science,1873-9946
Journal of Crohn's and Colitis Supplements,Elsevier Science,1873-9954
Journal of Crohn's and Colitis Supplements,Oxford University Press,1873-9954(Paper)1876-4460(Online)
Journal of Crohn’s and Colitis,Oxford University Press,1873-9946(Paper)1876-4479(Online)
Journal of Crop Improvement,Taylor & Francis,1542-7528(Paper)1542-7536(Online)
Journal of Crop Production,Taylor & Francis,1092-678X
Journal of Crop Science and Biotechnology,Springer Science+Business Media B.V.,1975-9479(Paper)2005-8276(Online)
Journal of Cross-Cultural Gerontology,Springer Science+Business Media B.V.,0169-3816
Journal of Cross-Cultural Psychology,SAGE Publications,0022-0221(Paper)1552-5422(Online)
Journal of Crustacean Biology,Brill Academic Publishers,0278-0372(Paper)1937-240X(Online)
Journal of Cryptographic Engineering,Springer Science+Business Media B.V.,2190-8508(Paper)2190-8516(Online)
Journal of Cryptology,Springer Science+Business Media B.V.,0933-2790(Paper)1432-1378(Online)
Journal of Crystal Growth,Elsevier Science,0022-0248
Journal of Crystallography,Hindawi Publishing Corporation,(Paper)2314-5994(Online)
Journal of Culinary Science & Technology,Taylor & Francis,1542-8052(Paper)1542-8044(Online)
Journal of Cultural and Evolutionary Psychology,Akademiai Kiado,(Paper)1589-7397(Online)
Journal of Cultural Economics,Springer Science+Business Media B.V.,0885-2545
Journal of Cultural Economy,Routledge,1753-0350(Paper)1753-0369(Online)
Journal of Cultural Geography,Routledge,0887-3631(Paper)1940-6320(Online)
Journal of Cultural Heritage,Elsevier Science,1296-2074
Journal of Cultural Heritage Management and Sustainable Development,Emerald Group Publishing Ltd,2044-1266
Journal of Culture Collections,Journal of Culture Collections,1310-8360(Paper)1314-8699(Online)
Journal of Cuneiform Studies,The American School of Oriental Research,0022-0256
Journal of Curatorial Studies,Intellect Ltd,2045-5836(Paper)2045-5844(Online)
Journal of Current Chinese Affairs,GIGA,1868-4874
Journal of Current Issues and Research in Advertising,Taylor & Francis,1064-1734(Paper)2164-7313(Online)
Journal of Current Ophthalmology,Elsevier Science,2452-2325
Journal of Current Pharma Research,Unicorn Publications,0976-3171
Journal of Curriculum & Instruction,East Carolina University Department of Curriculum & Instruction,1937-3929
Journal of Curriculum and Pedagogy,Taylor & Francis,1550-5170(Paper)2156-8154(Online)
Journal of Curriculum Studies,Routledge,0022-0272(Paper)1366-5839(Online)
Journal of Curriculum Theorizing,Foundation for Curriculum Theory,1057-896X(Paper)1942-2563(Online)
Journal of Customer Behavior,Westburn Publishers Ltd,1475-3928(Paper)1477-6421(Online)
Journal of Customer Service in Marketing & Management,Taylor & Francis,1069-2533
Journal of Cutaneous and Aesthetic Surgery,Medknow Publications,0974-2077
Journal of Cutaneous Medicine and Surgery,SAGE Publications,1203-4754(Paper)1615-7109(Online)
Journal of Cutaneous Medicine and Surgery: Incorporating Medical and Surgical Dermatology,Springer Science+Business Media B.V.,1203-4754(Paper)1615-7109(Online)
Journal of Cutaneous Pathology,Wiley-Blackwell,0303-6987(Paper)1600-0560(Online)
Journal of Cyber Policy,Taylor & Francis,2373-8871(Paper)2373-8898(Online)
Journal of Cybersecurity,Oxford University Press,2057-2085(Paper)2057-2093(Online)
Journal of CyberTherapy & Rehabilitation,Virtual Reality Medical Institute,
Journal of Cystic Fibrosis,Elsevier Science,1569-1993
Journal of Cytology,Medknow Publications,0970-9371(Paper)0974-5165(Online)
Journal of Dairy Research,Cambridge University Press (CUP),0022-0299(Paper)1469-7629(Online)
Journal of Dairy Science,Elsevier Science,0022-0302
Journal of Damages International Arbitration,Juris Publishing Inc,2327-2511(Paper)2327-2333(Online)
Journal of Children's Orthopaedics,Springer Science+Business Media B.V.,1863-2521(Paper)1863-2548(Online)
Journal of Children's Services,Emerald Group Publishing Ltd,1746-6660
Journal of China Tourism Research,Routledge,1938-8160(Paper)1938-8179(Online)
Journal of China Universities of Posts and Telecommunications,Elsevier Science,1005-8885
Journal of China University Geosciences,Elsevier Science,1002-0705
Journal of China University of Mining and Technology,China University of Mining & Technology,1006-1266
Journal of Chinese Cinemas,Taylor & Francis,1750-8061(Paper)1750-807x(Online)
Journal of Chinese Economic and Business Studies,Routledge,1476-5284(Paper)1476-5292(Online)
Journal of Chinese Economic and Foreign Trade Studies,Emerald Group Publishing Ltd,1754-4408
Journal of Chinese Entrepreneurship,Emerald Group Publishing Ltd,1756-1396
Journal of Chinese Governance,Taylor & Francis,2381-2346(Paper)2381-2354(Online)
Journal of Chinese Human Resource Management,Emerald Group Publishing Ltd,2040-8005
Journal of Chinese Humanities,Brill Academic Publishers,2352-1333(Paper)2352-1341(Online)
Journal of Chinese Linguistics,Chinese University Press,0091-3723(Paper)2411-3484(Online)
Journal of Chinese Literature and Culture,Duke University Press,2329-0048(Paper)2329-0056(Online)
Journal of Chinese Literature and Culture (Project Muse),Duke University Press,2329-0048(Paper)2329-0056(Online)
Journal of Chinese Management,Springer Science+Business Media B.V.,(Paper)2195-9897(Online)
Journal of Chinese Medicine,Journal of Chinese Medicine,0143-8042
Journal of Chinese Military History,Brill Academic Publishers,2212-7445(Paper)2212-7453(Online)
Journal of Chinese Overseas,Brill Academic Publishers,1793-0391(Paper)1793-2548(Online)
Journal of Chinese Overseas,Singapore University Press,1793-0391(Paper)1793-2548(Online)
Journal of Chinese Philosophy,Wiley-Blackwell,0301-8121(Paper)1540-6253(Online)
Journal of Chinese Political Science,Springer Science+Business Media B.V.,1080-6954(Paper)1555-7898(Online)
Journal of Chinese Religions,Taylor & Francis,0737-769X(Paper)2050-8999(Online)
Journal of Chinese Studies,Springer Science+Business Media B.V.,(Paper)2199-868X(Online)
Journal of Chiropractic Humanities,Elsevier Science,(Paper)1556-3499(Online)
Journal of Chiropractic Medicine,Elsevier Science,1556-3707
Journal of Chitin and Chitosan Science,American Scientific Publishers,2328-7519(Paper)2328-7500(Online)
Journal of Choice Modelling,Elsevier Science,(Paper)1755-5345(Online)
Journal of Christian Nursing,Lippincott Williams & Wilkins (LWW),0743-2550(Paper)1931-7662(Online)
Journal of Chromatographic Science,Oxford University Press,0021-9665(Paper)1945-239X(Online)
Journal of Chromatography A,Elsevier Science,0021-9673
Journal of Chromatography B,Elsevier Science,1570-0232
Journal of Chromatography B: Biomedical Sciences and Applications,Elsevier Science,0378-4347
Journal of Church & State,Oxford University Press,0021-969X(Paper)2040-4867(Online)
Journal of Circadian Rhythms,BioMed Central,(Paper)1740-3391(Online)
"Journal of Circuits, Systems, and Computers",World Scientific Publishing Co. Pte. Ltd.,0218-1266
Journal of Circulating Biomarkers,SAGE Publications,(Paper)1849-4544(Online)
Journal of Civil and Human Rights,University of Illinois Press,2378-4245(Paper)2378-4253(Online)
Journal of Civil Engineering and Architecture Research,Ethan Publishing Company,2333-911X(Paper)2333-9128(Online)
Journal of Civil Engineering and Management,Taylor & Francis,1392-3730(Paper)1822-3605(Online)
Journal of Civil Society,Routledge,1744-8689(Paper)1744-8697(Online)
Journal of Civil Structural Health Monitoring,Springer Science+Business Media B.V.,2190-5452(Paper)2190-5479(Online)
Journal of Classical Sociology,SAGE Publications,1468-795X(Paper)1741-2897(Online)
Journal of Classification,Springer Science+Business Media B.V.,0176-4268(Paper)1432-1343(Online)
Journal of Classroom Interaction,Journal Classroom Interaction,0749-4025
Journal of Cleaner Production,Elsevier Science,0959-6526
Journal of Climate,American Meteorological Society,0894-8755(Paper)1520-0442(Online)
Journal of Climate Change,IOS Press,2395-7611(Paper)2395-7697(Online)
Journal of Climatology,Hindawi Publishing Corporation,2356-6361(Paper)2314-6214(Online)
Journal of Clinical & Aesthetic Dermatology,Matrix Medical Communications,1941-2789
Journal of Clinical & Academic Ophthalmology,Thieme Medical Publishers Inc,2379-0539(Paper)2379-0555(Online)
Journal of Clinical and Basic Cardiology,Vlg Med U Wirtschaft Krause & Pachernegg,1561-2775(Paper)1680-9386(Online)
Journal of Clinical and Experimental Hepatology,Elsevier Science,0973-6883
Journal of Clinical and Experimental Hypnosis,Routledge,0095-988X
Journal of Clinical and Experimental Neuropsychology,Psychology Press,1380-3395(Paper)1744-411X(Online)
Journal of Clinical & Translational Endocrinology,Elsevier Science,(Paper)2214-6237(Online)
Journal of Clinical and Translational Endocrinology: Case Reports,Elsevier Science,(Paper)2214-6245(Online)
Journal of Clinical and Translational Hepatology,Xia and He Publishing Limited,2225-0719(Paper)2310-8819(Online)
Journal of Clinical Anesthesia,Elsevier Science,0952-8180
Journal of Clinical Apheresis,"Wiley-Liss, Inc.",0733-2459(Paper)1098-1101(Online)
Journal of Clinical Bioinformatics,BioMed Central,(Paper)2043-9113(Online)
Journal of Clinical Child and Adolescent Psychology,Routledge,1537-4416(Paper)1537-4424(Online)
Journal of Clinical Child Psychology,Routledge,0047-228X(Paper)1532-7639(Online)
Journal of Clinical Densitometry,Elsevier Science,1094-6950
Journal of Clinical Embryology,Medical Markets Inc.,1941-1901
The Journal of Clinical Endocrinology & Metabolism,Oxford University Press,0021-972X
Journal of Clinical Endocrinology and Metabolism,Oxford University Press,0021-972X(Paper)1945-7197(Online)
Journal of Clinical Engineering,Lippincott Williams & Wilkins (LWW),0363-8855(Paper)1550-3275(Online)
Journal of Clinical Epidemiology,Elsevier Science,0895-4356
The Journal of Clinical Ethics,University Publishing Group Inc ,1046-7890
Journal of Clinical Forensic Medicine,Elsevier Science,1353-1131
