ShortName,LongName,Issn
ZHONGHUA PIFUKE ZAZHI,"INST DERMATOLOGY, CHINESE ACAD MEDICAL SCIENCES PEKING UNIV, 14, JIANG-WANG-MIAO RD, NANJING, PEOPLES R CHINA, 00000",0412-4030
ZHONGHUA WEISHENG SHACHONG YAOXIE,"CENTER DISEASE CONTROL & PREVENTION NANJING COMMAND, 293 ZHONGSHAN EAST RD, NANJING, PEOPLES R CHINA, JIANGSU, 210002",1671-2781
ZHONGHUA XINXUEGUANBING ZAZHI,"CHINESE MEDICAL ASSOC, 42 DONGSI XIDAJIE, BEIJING, PEOPLES R CHINA, 100710",0253-3758
ZHONGHUA YUFANG YIXUE ZAZHI,"CHINESE MEDICAL ASSOC, 42 DONGSI XIDAJIE, BEIJING, PEOPLES R CHINA, 100710",0253-9624
ZHONGHUA ZHONGLIU ZAZHI,"CANCER INST, CHINESE ACAD MEDICAL SCIENCES, C/O PEKING UNION MEDICAL COLLEGE, 17, PANJIAYUAN, BEIJING, PEOPLES R CHINA, 00000",0253-3766
ZHURNAL MIKROBIOLOGII EPIDEMIOLOGII I IMMUNOBIOLOGII,"S-INFO, A-YA 42, MOSCOW, RUSSIA, 125284",0372-9311
ZHURNAL NOVAYA EKONOMICHESKAYA ASSOTSIATSIYA-JOURNAL OF THE NEW ECONOMIC ASSOCIATION,"CONSAS CONFERENCE, VAN DER STERR BLDG, RHODES DR, MOWBRAY, SOUTH AFRICA, 7785",2221-2264
ZHURNAL OBSHCHEI BIOLOGII,"MEZHDUNARODNAYA KNIGA, 39 DIMITROVA UL., MOSCOW, RUSSIA, 113095",0044-4596
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,"MEZHDUNARODNAYA KNIGA, 39 DIMITROVA UL., MOSCOW, RUSSIA, 113095",0044-4677
ZIBALDONE-ESTUDIOS ITALIANOS DE LA TORRE DEL VIRREY,"AJUNTAMIENTO ELIANA, APT CORREOS, 255, L ELIANA, VALENCIA, SPAIN, 46183",2255-3576
ZITTELIANA REIHE A,"BAYERISCHE STAATSSAMMLUNG  PALAEONTOLOGIE & GEOLOGIE, RICHARD-WAGNER-STRASSE 10, MUNICH, GERMANY, 00000",1612-412X
ZITTELIANA REIHE B,"BAYERISCHE STAATSSAMMLUNG  PALAEONTOLOGIE & GEOLOGIE, RICHARD-WAGNER-STRASSE 10, MUNICH, GERMANY, 00000",1612-4138
ZIVA ANTIKA MONOGRAPHS,"SOC CLASSICAL STUDIES ZIVA ANTIKA-SKOPJE, FAC PHILOSOPHY SKOPJE, DEPT FOR CLASSICAL PHILOLOGY, SKOPJE MACEDOINE, MACEDONIA, 91000",0514-7697
ZIVOT UMJETNOSTI,"INST POVIJEST UMJETNOSTI-INST ART HISTORY, ULICA GRADA VUKOVARA 68, ZAGREB, CROATIA, 10000",0514-7794
ZKG INTERNATIONAL,"BAUVERLAG BV GMBH, AVENWEDDER STR 55, GUTERSLOH, GERMANY, 33311",0949-0205
ZOGRAF,"UNIV BELGRADE, INST ART HISTORY, FACULTY PHILOSOPHY, CIKA KJUBINA 18-20, BELGRADE, SERBIA, 11000",0350-1361
ZONA PROXIMA,"UNIV NORTE, EDICIONES UNINORTE, KILOMETRO 5 VIA ANTIGUA PUERTO COLOMBIA, BARRANQUILLA, COLOMBIA, 00000",1657-2416
ZOO BIOLOGY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0733-3188
ZOO INDONESIA,"MASYARAKAT ZOOLOGI INDONESIA, D/A BIDANG ZOOLOGI-PUSLIT BIOLOGI LIPI, JL RAYA CIBINONG KM 46, CIBINONG, INDONESIA, 16911",0215-191X
ZOOGDIER,"VERENIGING VOOR ZOOGDIERKUNDE EN ZOOGDIERBESCHERMING-VZZ, OUDE KRAAN 8, ARNHEM, NETHERLANDS, 6811 LJ",0925-1006
ZOOKEYS,"PENSOFT PUBL, 12 PROF GEORGI ZLATARSKI ST, SOFIA, BULGARIA, 1700",1313-2989
ZOOLOGIA,"SOC BRASILEIRA ZOOLOGIA, UNIV FEDERAL PARANA, CAIXA POSTAL 19020, CURITIBA, BRAZIL, PARANA, 81531-980",1984-4689
ZOOLOGIA CABOVERDIANA,"SOC CABOVERDIANA ZOOL, CAIXA POSTAL 177A, SAO VICENTE, CAPE VERDE, 00000",2074-5737
ZOOLOGICA BAETICA,"UNIV GRANADA, UNIV GRANADA, GRANADA, SPAIN, 18071",1130-4251
ZOOLOGICA POLONIAE,"POLSKIE TOWARZYSTWA ZOOLOGICZNEGO, C/O JAN KOTUSZ, SEC, MUZ. PRZYRODNICZE, UNIW WROCLAWSKI, UL. SIENKIEWICZA 21, WROCLAW, POLAND, 50 335",0044-510X
ZOOLOGICA SCRIPTA,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0300-3256
ZOOLOGICA-STUTTGART,"E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG, NAEGELE U OBERMILLER, SCIENCE PUBLISHERS, JOHANNESSTRASSE 3A, STUTTGART, GERMANY, D 70176",0044-5088
ZOOLOGICAL BIBLIOGRAPHY,"AVES PRESS LTD, C/O EDWARD C DICKINSON, FLAT 3, BOLSOVER COURT, 19 BOLSOVER RD, EASTBOURNE, ENGLAND, BN20 7JG",2045-4643
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0024-4082
ZOOLOGICAL LETTERS,"BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL",2056-306X
ZOOLOGICAL RESEARCH,"SCIENCE PRESS, 16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",0254-5853
ZOOLOGICAL SCIENCE,"ZOOLOGICAL SOC JAPAN, HONGO MT BUILDING 4F, HONGO 7-2-2, BUNKYO-KU, TOKYO, JAPAN, 113-0033",0289-0003
ZOOLOGICAL STUDIES,"BIODIVERSITY RESEARCH CENTER, ACAD SINICA, 128 ACADEMIA RODA, SECTION 2, NANKANG, TAIPEI, TAIWAN, 11529",1021-5506
ZOOLOGICAL SYSTEMATICS,"SCIENCE PRESS, 16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",2095-6827
ZOOLOGICHESKIE ISSLEDOVANIA,"UNIV QATAR, FAC SCIENCE, P O BOX 2713, DOHA, QATAR, 00000",1025-532X
ZOOLOGICHESKY ZHURNAL,"MAIK NAUKA-INTERPERIODICA PUBL, GSP-1, MARONOVSKII PER 26, MOSCOW, RUSSIA, 119049",0044-5134
ZOOLOGIIS INSTITUTIS SROMEBI,"AKAD NAUK GRUZII, INST ZOOLOGY, CHAVCHAVADZE AVE, TBILISI 31, REP OF GEORGIA, 0197",1512-1720
ZOOLOGISCHE GARTEN,"ELSEVIER GMBH, URBAN & FISCHER VERLAG, OFFICE JENA, P O BOX 100537, JENA, GERMANY, 07705",0044-5169
ZOOLOGISCHE MEDEDELINGEN,"NATL NATUURHISTORISCH MUSEUM, P O BOX 9517, LEIDEN, NETHERLANDS, 00000",0024-0672
ZOOLOGISCHER ANZEIGER,"ELSEVIER GMBH, URBAN & FISCHER VERLAG, OFFICE JENA, P O BOX 100537, JENA, GERMANY, 07705",0044-5231
ZOOLOGIYA BESPOZVONOCHNYKH,"KMK SCIENTIFIC PRESS LTD, MOSCOW STATE UNIV, ZOOLOGICAL MUSEUM, BOLSHAYA NIKITSKAYA STREET 6, MOSCOW, RUSSIA, 00000",1812-9250
ZOOLOGY,"ELSEVIER GMBH, URBAN & FISCHER VERLAG, OFFICE JENA, P O BOX 100537, JENA, GERMANY, 07705",0944-2006
ZOOLOGY AND ECOLOGY,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",2165-8005
ZOOLOGY IN THE MIDDLE EAST,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",0939-7140
ZOOMORPHOLOGY,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0720-213X
ZOONOSES AND PUBLIC HEALTH,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1863-1959
ZOONOTES,"PLOVDIV UNIV, 24 TSAR ASEN ST, PLOVDIV, BULGARIA, 4000",1313-9916
ZOONOVA,"AFRIHERP COMUNICATIONS, 30 LEGION RD, GREENFORD, ENGLAND, 00000",1759-0116
ZOOS PRINT,"ZOO OUTREACH ORGANISATION, 96, KUMUDHAM NAGAR, VILANKURICHI RD, COIMBATORE, INDIA, TAMIL NADU, 641 035",0971-6378
ZOOSYSTEMA,"PUBLICATIONS SCIENTIFIQUES DU MUSEUM, PARIS, CP 39-57, RUE CUVIER, PARIS CEDEX 05, FRANCE, F-75231",1280-9551
ZOOSYSTEMATICA ROSSICA,"ZOOLOGICAL INST, ST PETERSBURG UNIV, UNIVERSITETSKAYA NAB., 1, C/O DR. ILYA GAVRILOV, ST PETERSBURG, RUSSIA, 199034",0320-9180
ZOOSYSTEMATICS AND EVOLUTION,"PENSOFT PUBL, 12 PROF GEORGI ZLATARSKI ST, SOFIA, BULGARIA, 1700",1860-0743
ZOOTAXA,"MAGNOLIA PRESS, PO BOX 41383, AUCKLAND, NEW ZEALAND, ST LUKES, 1030",1175-5326
ZOOTECNIA TROPICAL,"CENTRO NACIONAL INVESTIGACIONES AGROPECUARIAS VENEZUELA, AVENIDA CASANOVA GODOY, MARACAY, VENEZUELA, ESTADO ARAGUA, 2103",0798-7269
ZOOVITA,"CURCULIO-INST, HAUWEG 62, MOENCHENGLADBACH, GERMANY, D-41066",1439-4650
ZPRAVY MOS,"MORAVIAN ORNITHOLOGICAL SOC, P.O. BOX 65, PREROV, CZECH REPUBLIC, 750 65",0231-5750
ZPRAVY VLASTIVEDNEHO MUZEA V OLOMOUCI,"VLASTIVEDNE MUZEUM V OLOMOUCI, NAM. REPUBLIKY 5, OLOMOUC, CZECH REPUBLIC, 771 73",1212-1134
ZSL CONSERVATION REPORT,"ZOOLOGICAL SOC LONDON, REGENTS PARK, LONDON, UNITED KINGDOM, NW1 4RY",1744-3997
ZUCHTUNGSKUNDE,"EUGEN ULMER GMBH CO, POSTFACH 700561 WOLLGRASWEG 41, STUTTGART, GERMANY, D-70599",0044-5401
ZUTOT,"BRILL ACADEMIC PUBLISHERS, PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",1571-7283
ZYGON,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0591-2385
ZYGOTE,"CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",0967-1994
ARKHIV PATOLOGII,"IZDATELSTVO MEDITSINA, PETROVERIGSKII PER 6-8, MOSCOW, RUSSIA, K-142",0004-1955
ARKIV FOR MATEMATIK,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0004-2080
ARKIVOC,"ARKAT USA INC, C/O ALAN R KATRITZKY, UNIV FLORIDA, DEPT CHEMISTRY, PO BOX 117200, GAINESVILLE, USA, FL, 32611",1551-7004
ARMED FORCES & SOCIETY,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0095-327X
ARMENIAN JOURNAL OF MATHEMATICS,"NATL ACAD SCIENCES REPUBLIC ARMENIA, 24, MARSHALL BAGHRAMIAN AVE, YEREVAN, ARMENIA, 375019",1829-1163
ARMS & ARMOUR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1741-6124
ARNALDOA,"UNIV PRIVADA ANTENOR ORREGO, MUSEO HIST NATURAL, AV AMERICA SUR NO 3145, URB MONSERRATE, CASILLA POSTAL1075, TRUJILLO, PERU, 00000",1815-8242
ARNOLDIA,"ARNOLD ARBORETUM, HARVARD UNIV, ARBORWAY  JAMAICA PLAIN, USA, MA, 02130",0004-2633
ARNOLDIA ZIMBABWE,"NATL MUSEUMS & MONUMENTS, P O BOX 8540  CAUSEWAY, HARARE, ZIMBABWE, 00000",0250-6386
ARO-THE SCIENTIFIC JOURNAL OF KOYA UNIVERSITY,"KOYA UNIV, UNIVERSITY PARK, &#8203;DANIELLE MITTERRAND BLVD, KOYSINJAQ, IRAQ, KOY45",2307-549X
ARPN JOURNAL OF AGRICULTURAL AND BIOLOGICAL SCIENCE,"ASIAN RES PUBL NETWORK-ARPN, OFF 9, QADRI PLZ, NEW MAL, KURRI RD, OPPOSITE TO SHAZAD TOWN, ISLAMABAD, PAKISTAN, 45500",1990-6145
ARQ,"PONTIFICIA UNIV CATOLICA CHILE, ESCUELA ARQUITECTURA, EL COMENDADOR 1916, SANTIAGO, CHILE, 00000",0717-6996
ARQ-ARCHITECTURAL RESEARCH QUARTERLY,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",1359-1355
ARQUEOLOGIA,"INST ARQUEOLOGIA, FAC FILOSOFIA & LETRAS, UNIV BUENOS AIRES, 25 MAYO 217-3ER PISO, C1002ABE CIUDAD AUTONOMA, BUENOS AIRES, ARGENTINA, 00000",0327-5159
ARQUEOLOGIA DE LA ARQUITECTURA,"CENTRO CIENCIAS HUMANAS & SOCIALES-CSIC, ALBASANZ 26-28, MADRID, SPAIN, 28037",1695-2731
ARQUEOLOGIA IBEROAMERICANA,"PASCUAL IZQUIERDO EGEA ED & PUB, PASCUAL IZQUIERDO EGEA ED & PUB, GRAUS, SPAIN, 00000",1989-4104
ARQUIPELAGO-LIFE AND MARINE SCIENCES,"UNIV ACORES, RUA MAO DE DEUS, 58, PONTA DELGADA, PORTUGAL, AZORES, 00000",0873-4704
ARQUITECTURAS DEL SUR,"UNIV BIO-BIO, WOOD ENGINEERING DEPT, AVENIDA COLLAO 1202, CASILLA 5-C, CONCEPCION, CHILE, 00000",0716-2677
ARQUITETURA REVISTA,"EDITORA UNISINOS, DIVISAO DE PERIODICIOS, CAIXA POSTAL 275, SAO LEOPOLDO, BRAZIL, RS",1808-5741
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,"ARQUIVO BRASILEIRO MEDICINA VETERINARIA ZOOTECNIA, FEDERAL MINAS GERAIS CAIXA POSTAL 567-BELO HORIZ, MINAS GERAIS, BRAZIL",0102-0935
ARQUIVO MAARAVI-REVISTA DIGITAL DE ESTUDOS JUDAICOS DA UFMG,"UNIV FEDERAL MINAS GERAIS-UFMG, FAC CIENCIAS ECONOMICAS, AV ANTONIO CARLOS, 6627, BELO HORIZONTE MG, BRAZIL, 31270-901",1982-3053
ARQUIVOS BRASILEIROS DE CARDIOLOGIA,"ARQUIVOS BRASILEIROS CARDIOLOGIA, AVENIDA MARECHAL CAMARA 160-330 CENTRO, RIO DE JANEIRO, BRAZIL, RJ, 20 020-907",0066-782X
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,"CONSEL BRASIL OFTALMOLOGIA, ALAMEDA SANTOS 1343, 11 ANDAR CJ 1110, CERQUEIRA CESAR, SAO PAULO, BRAZIL,SP, 00000",0004-2749
ARQUIVOS BRASILEROS DE PSICOLOGIA,"UNIV FED RIO JANEIRO, PAVILHAO NILTON CAMPOS, PRAIA VERMELHA-URCA, AV PASTEUR, 250 FUNDOS,, RIO DE JANEIRO, BRAZIL, 22290-240",1809-5267
ARQUIVOS DE CIENCIAS DO MAR,"UNIV FEDERAL CEARA, LAB CIENCIAS MAR, AVENIDA DA ABOLICAO, 3207-MEIRELES, FORTALEZA, BRAZIL, CEARA, 60165-081",0374-5686
ARQUIVOS DE CIENCIAS VETERINARIAS E ZOOLOGIA DA UNIPAR,"ARQUIVOS CIENCIAS VETERINARIAS ZOOLOGIA UNIPAR, PRACA MASCARENHAS MORGES S-N, UMARAMA, BRAZIL, PARANA, 87502-210",1415-8167
ARQUIVOS DE GASTROENTEROLOGIA,"INST BRASILEIRO ESTUDOS PESQUISAS GASTROENTEROLOGIA, RUA DR SENG 320, C P 6209, SAO PAULO, BRAZIL, 01331",0004-2803
ARQUIVOS DE NEURO-PSIQUIATRIA,"ASSOC ARQUIVOS NEURO- PSIQUIATRIA, PR AMADEU AMARAL 47/33, SAO PAULO SP, BRAZIL, 01327-010",0004-282X
ARQUIVOS DE ZOOLOGIA-SAO PAULO,"MUSEU ZOOLOGIA UNIV SAO PAULO, AV NAZARE 481  CAIXA POSTAL 7172, SAO PAULO, BRAZIL, SP, 00000",0066-7870
ARQUIVOS DO INSTITUTO BIOLOGICO SAO PAULO,"COORDENADORIA DA PESQUISA AGROPECUARIA, CENTRO DE COMUNICACAO E TREINAMENTO, AV. CONSELHEIRO RODRIGUES ALVES, 1252, SAO PAULO, BRAZIL, SP, CEP 04014-002",1808-1657
ARQUIVOS DO JARDIM BOTANICO DO RIO DE JANEIRO,"JARDIM BOTANICO DO RIO DE JANEIRO, RUA JARDIM BOTANICO 1008, RIO DE JANEIRO, BRAZIL, RJ",0103-2550
ARQUIVOS DO MUSEU BOCAGE,"UNIV LISBOA, MUSEO BOCAGE, RUA DA ESCOLA POLITECNICA 58, LISBON, PORTUGAL, 1200",0871-4843
ARQUIVOS DO MUSEU NACIONAL,"MUSEU NACIONAL UNIV FEDERAL RIO DE JANEIRO, QUINTA DA BOA VISTA, SAO CRISTOVAO, RIO DE JANEIRO, BRAZIL, RJ, 00000",0365-4508
ARQUIVOS ENTOMOLOXICOS,"ASOC ENTOMOLOXICA GALEGA, C/O DELORES RODRIGUEZ SOPENA, 9, 3D, CORUNA, SPAIN, E-15007",1989-6581
ARRANCADA,"UNIV ORIENTE, SANTIAGO DE CUBA, CULTURE FAC PHYSICS, DEPT SCI & TECHNICAL INFO, PROLONGING ST E S-N DREAM CAST, SANTIAGO DE CUBA, CUBA, CP 90400",1729-3693
ARS & HUMANITAS,"CAIRO UNIV, FAC COMPUTERS & INFORMATION, AHMED ZEWAIL, AD DOQI, GIZA GOVERNORATE, EGYPT, 00000",1854-9632
ARS BILDUMA,"UNIV PAIS VASCO, DEPT HISTORIA ARTE & MUSICA, FAC LETRAS, DESPACHO 2 09 PASEO UNIV 5, VITORIA, SPAIN, 01006",1989-9262
ARS COMBINATORIA,"CHARLES BABBAGE RES CTR, PO BOX 272 ST NORBERT POSTAL STATION, WINNIPEG, CANADA, MB, R3T 2N2",0381-7032
ARS MATHEMATICA CONTEMPORANEA,"UP FAMNIT, GLAGOLJASKA 8, KOPER, SLOVENIA, SI-6000",1855-3966
ARS ORIENTALIS,"SMITHSONIAN INST, FREER GALLERY ART, PO BOX 37012, MRC 707, WASHINGTON, USA, DC, 20013-7012",0571-1371
ARS PHARMACEUTICA,"UNIV GRANADA, EDITORIAL, ANTIGUO COLEGIO MAXIMO, CAMPUS DE CARTUJA, GRANADA, SPAIN, 18071",0004-2927
ART & PERCEPTION,"BRILL ACADEMIC PUBLISHERS, PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",2213-4905
ART BULLETIN,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0004-3079
ART DOCUMENTATION,"UNIV CHICAGO PRESS, 1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",0730-7187
ART HISTORY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0141-6790
ART IN AMERICA,"BRANT PUBL, INC, 575 BROADWAY, NEW YORK, USA, NY, 10012",0004-3214
ART JOURNAL,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",0004-3249
ART THERAPY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0742-1656
ARTE INDIVIDUO Y SOCIEDAD,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES, CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040",1988-2408
ARTE Y CIUDAD-REVISTA DE INVESTIGACION,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES, CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040",2254-2930
ARTE Y POLITICAS DE IDENTIDAD,"EDIT UM-EDICIONES UNIV MURCIA, EDIFICIO SAAVEDRA FAJARDO, C/O ACTOR ISIDORO MAIQUEZ 9, MURCIA, SPAIN, 30007",1889-979X
ARTENSCHUTZREPORT,"ARTENSCHUTZREPORT, C/O M. GOERNER, THYMIANWEG 25, JENA, GERMANY, D-07745",0940-8215
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",1079-5642
ARTERY RESEARCH,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",1872-9312
ARTFORUM INTERNATIONAL,"ARTFORUM, 350 SEVENTH AVENUE ATTN: SUBSCRIPTIONS, NEW YORK, USA, NY, 10001",1086-7058
ARTHRITIS,"HINDAWI PUBLISHING CORP, 315 MADISON AVE 3RD FLR, STE 3070, NEW YORK, USA, NY, 10017",2090-1984
ARTHRITIS & RHEUMATOLOGY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",2326-5191
ARTHRITIS CARE & RESEARCH,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",2151-464X
ARTHRITIS RESEARCH & THERAPY,"BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL",1478-6354
ARTHROPOD STRUCTURE & DEVELOPMENT,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",1467-8039
ARTHROPOD SYSTEMATICS & PHYLOGENY,"SENCKENBERG NATURHISTORISCHE SAMMLUNGEN DRESDEN, MUSEUM TIERKUNDE, KOENIGSBRUECKER LANDSTRASSE 159, DRESDEN, GERMANY, 00000",1863-7221
ARTHROPOD-PLANT INTERACTIONS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1872-8855
ARTHROPODA,"ZAG WIRBELLOSE E V, C/O INGO FRITSCHE, VORSITZENDER UNTER DER LINDE 8, WERNIGERODE, GERMANY, OT SILSTEDT, 38855",0943-7274
ARTHROPODA GENERALIS,"SUNGAYA-VERLAG, C/O DR O ZOMPRO, HELSINKISTRASSE 52, KIEL, GERMANY, 24109",2191-4427
ARTHROPODA POPULARIS,"ZAG WIRBELLOSE E V, C/O INGO FRITSCHE, VORSITZENDER UNTER DER LINDE 8, WERNIGERODE, GERMANY, OT SILSTEDT, 38855",1866-5896
ARTHROPODA SCIENTIA,"ZAG WIRBELLOSE E V, C/O INGO FRITSCHE, VORSITZENDER UNTER DER LINDE 8, WERNIGERODE, GERMANY, OT SILSTEDT, 38855",1866-5896
ARTHROPODA SELECTA,"KMK SCIENTIFIC PRESS LTD, MOSCOW STATE UNIV, ZOOLOGICAL MUSEUM, BOLSHAYA NIKITSKAYA STREET 6, MOSCOW, RUSSIA, 00000",0136-006X
ARTHROPODS,"INTERNATIONAL ACADEMY ECOLOGY & ENVIRONMENTAL SCIENCES-IAEES, FLAT C,23-F, LUCKY PLAZA, 315-321 LOCKHART RD, HONG KONG, PEOPLES R CHINA,WANCHAI, 00000",2224-4255
ARTHROPODS OF CANADIAN FORESTS,"CANADIAN FOREST SERVICE, NORTHERN FORESTRY CENTRE, 5320 - 122 ST, EDMONTON, CANADA, ALBERTA, T6H 3S5",****-****
ARTHROPODS OF FLORIDA AND NEIGHBORING LAND AREAS,"FLORIDA DEPT AGRICULTURE & CONSUMER SERVICES, DIVISION OF PLANT INDUSTRY, P O BOX 147100, GAINESVILLE, USA, FL, 32614-7100",0066-8036
ARTHROSCOPY TECHNIQUES,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",2212-6287
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,"W B SAUNDERS CO-ELSEVIER INC, 1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",0749-8063
ARTHUR MILLER JOURNAL,"PENN STATE UNIV PRESS, 820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802",1558-8831
ARTHURIANA,"SCRIPTORIUM PRESS, BOX 750432, DALLAS, USA, TX, 75275",1078-6279
ARTI MUSICES,"CROATIAN MUSICOLOGICAL SOC, OPATICKA 18, ZAGREB, CROATIA, HR-71000",0587-5455
ARTIBUS ASIAE,"ARTIBUS ASIAE, MUSEUM RIETBERG, GABLERSTRASSE 15, ZURICH, SWITZERLAND, CH-8002",0004-3648
ARTIBUS ET HISTORIAE,"IRSA PUBLISHING HOUSE, PLAC MATEJKI 7-8, KRAKOW, POLAND, 31-157",0391-9064
ARTICULATA,"DEUTSCHE GESELLSCHAFT ORTHOPTEROLOGIE, C/O FRANK BROZOWSKI, FOELDERICHSTR. 34, DEPT OF ZOOLOGY, BERLIN, GERMANY, D-13595",0171-4090
ARTIFARA-REVISTA DE LENGUAS Y LITERATURAS IBERICAS Y LATINOAMERICANAS,"UNIV STUDI TORINO, DIPT STUDI UMANISTICI, VIA SANT OTTAVIO 20, TURIN, ITALY, 10124",1594-378X
ARTIFICIAL CELLS NANOMEDICINE AND BIOTECHNOLOGY,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",2169-1401
ARTIFICIAL INTELLIGENCE,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0004-3702
ARTIFICIAL INTELLIGENCE AND LAW,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0924-8463
ARTIFICIAL INTELLIGENCE IN MEDICINE,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0933-3657
ARTIFICIAL INTELLIGENCE REVIEW,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0269-2821
ARTIFICIAL LIFE,"MIT PRESS, ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209",1064-5462
ARTIFICIAL LIFE AND ROBOTICS,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",1433-5298
ARTIFICIAL ORGANS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0160-564X
ARTIFICIAL SATELLITES-JOURNAL OF PLANETARY GEODESY,"POLISH ACAD SCIENCES, SPACE RESEARCH CENTER, UL BARTYCKA 18A, WARSAW, POLAND, 00716",0208-841X
ARTMARGINS,"MIT PRESS, ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209",2162-2574
ARTNEWS,"ARTNEWS ASSOC, 48 WEST 38TH STREET, NEW YORK, USA, NY, 10018",0004-3273
